title,salary,location,exp,description,requirement,benefit,working_location,working_time,company_name,company_emp,company_address,company_logo
"Frontend Developer(HTML/CSS/JS, 1 Năm Kinh Nghiệm)",8 - 12 triệu,Hà Nội,1 năm,"- Tiếp nhận và xử lý các vấn đề liên quan đến kỹ thuật từ team Support.
- Khi tiếp nhận vấn đề kỹ thuật khó liên quan đến core của sản phẩm, sẽ trao đổi trực tiếp với team phát triển sản phẩm.
- Thời gian làm việc sẽ được chia theo ca (4 tiếng/ca) và mỗi ngày không quá 2 ca: 
(A-(Remote) 4h:00 - 8:00, B- tại Cty 8:00-12:00, 
C- tại Cty 12:00-16:00, D-(Remote) 16:00-20:00,
 E-(Remote) 20:00 - 24:00, F-(Remote) 00:00 - 4:00). 
- Được đào tạo để hiểu về sản phẩm hiểu về luồng hoạt động của App, tại văn phòng công ty giờ hành chính từ thứ 2 - thứ 6 
-Trong thời gian học việc
: Trợ cấp 40-50% lương thỏa thuận/tháng
+Không trợ cấp nếu bỏ học giữa chừng
- 
Thời gian thử việc
 kéo dài 2 tháng.Hưởng 85% lương thỏa thuận","- Thành thạo HTML5, CSS3, Javascript .
- Có ít nhất 1 năm kinh nghiệm 
- Biết ES6, VueJS, tailwind, Shopify Liquid là một lợi thế, chưa biết được đào tạo.
- Ưu tiên tốt nghiệp hoặc sắp tốt nghiệp ngành Công nghệ thông tin các trường: Đại học Bách Khoa Hà Nội, Đại học Công nghệ - Đại học QGHN, Đại học Khoa học tự nhiên - Đại học QGHN. 
- Có khả năng thích ứng nhanh với công việc, ham học hỏi, cầu tiến, chủ động trong công việc và hòa đồng với đồng nghiệp.","- Mức lương : 
8-12 M
 + 
Thưởng
- Thưởng quý không quá 20%-30% thu nhập 1 tháng (tuỳ level) nếu kết quả làm việc vượt chỉ tiêu.
- Có lộ trình thăng tiến rõ ràng.
- Xem xét tăng lương theo định biên nhân sự, công ty sẽ ghi nhận hiệu quả công việc liên tục theo quý, nếu bạn đủ điều kiện mà công ty đưa ra theo các level thì sẽ được review tăng lương.
- Được tham gia những dự án mới giải quyết những vấn đề thực tế của khách hàng.
- Được đóng bảo hiểm sau khi ký hợp đồng chính thức.
- Môi trường làm việc trẻ trung thân thiện, đa số ở độ tuổi 9x, 2k.
- Các phúc lợi khác: hỗ trợ tiền ăn ca, hỗ trợ tiền internet và hao mòn máy tính cá nhân hàng tháng (khi làm remote), sinh nhật, du lịch hàng năm.","- Hà Nội: Số 68 Khúc Thừa Dụ, phường Dịch Vọng, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),CÔNG TY CỔ PHẦN DỊCH VỤ VÀ PHÁT TRIỂN CÔNG NGHỆ BEAE VIỆT NAM,25-99 nhân viên,"Tầng 6, Số 68 Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/CRkTu5tGFilf5zseGFja9LXUNmIK8H46_1695894026____150833fd78832afcff6f698380ed0530.png
Operations & Assistant Manager (Nhân Viên IT),Thoả thuận,Hải Phòng,1 năm,"- Quản lý hệ thống trực tuyến cho các thiết bị trong nhà máy (Giao tiếp TCP/IP giữa Hệ thống Thực thi Sản xuất và các thiết bị. ngăn ngừa sai sót của công nhân và lỗi của thiết bị, thu thập dữ liệu để cải thiện năng suất và tăng chất lượng sản phẩm.)
- Khắc phục sự cố khi có vấn đề xảy ra.
- Hướng dẫn người dùng hệ thống MES.
- Truyền đạt yêu cầu cho nhà phát triển Hàn Quốc nếu có bất kỳ lỗi nào trong hệ thống hoặc yêu cầu mới từ khách hàng.
- Phản hồi nhanh chóng khi có vấn đề xảy ra (ngày và đêm)","• TOEIC 620 trở lên hoặc tiếng Hàn topik 3 trở lên (giao tiếp với nhân viên hệ thống Hàn Quốc). 
• Có kinh nghiệm làm dự án bằng các công cụ như C, C++, C#, Python, SQL,...
• Bằng đại học: Chuyên ngành máy tính, công nghệ thông tin, Hệ thống, Tự động hóa.
• Chấp nhận kinh nghiệm dưới 1 năm (Sẽ được đào tạo về cách sử dụng hệ thống MES.)
• Chứng chỉ MOS (MS OFFICE)
• Kỹ năng tư duy logic
• Tinh thần làm việc chăm chỉ
• Những người muốn học hỏi trong lĩnh vực CNTT
Ngôn ngữ CV: Tiếng Anh","- Làm việc trong môi trường năng động
- Cơ hội đào tạo và thăng tiến
- Mức lương cạnh tranh và hấp dẫn
- Lương tháng 13
- Thưởng khuyến khích,...
- Bảo hiểm xã hội, Bảo hiểm y tế
- Tham gia Bảo hiểm sức khỏe nâng cao
- Hỗ trợ chi phí khi tham gia các khóa đào tạo bên ngoài
- Hỗ trợ đi lại/ăn trưa/điện thoại/sinh nhật,...","- Hải Phòng: KCN Tràng Duệ, An Dương",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),Công Ty TNHH LG CNS VIỆT NAM,100-499 nhân viên,"toà nhà Youngjin E&C Hải Phòng, Hồng Phong, An Dương, Hải Phòng, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/TookgFfkXGVGSlPM3ZImR07Uz4UDNz5U_1681297674____f10a3ab84434a4d2e12e0e24b30090ba.png
Chuyên Viên IT Security,Thoả thuận,Hải Phòng,1 năm,"1. Trách nhiệm chính:
Bảo mật ứng dụng:
- Hỗ trợ triển khai và giám sát các chính sách và thực tiễn bảo mật ứng dụng.
- Thực hiện bảo mật hoạt động cơ bản cho NDLP/EDLP, ứng dụng V3, lập báo cáo an ninh tạm thời.
- Làm việc với nhóm phát triển để đảm bảo các thực hành lập trình an toàn được tuân thủ.
- Hỗ trợ duy trì tài liệu và hồ sơ bảo mật liên quan đến bảo mật ứng dụng.
- Điều tra và phản hồi các sự cố bảo mật liên quan đến ứng dụng và báo cáo cho nhà cung cấp ứng dụng.
Bảo mật vật lý:
- Giám sát các hệ thống bảo mật vật lý, bao gồm CCTV, kiểm soát truy cập và hệ thống báo động.
- Hỗ trợ triển khai các giao thức bảo mật vật lý, chẳng hạn như đăng ký truy cập, quản lý khách và kiểm tra cơ sở.
- Đảm bảo các chính sách bảo mật được tuân thủ tại các trung tâm dữ liệu và khu vực hạn chế.
- Tham gia các cuộc diễn tập an ninh, kiểm tra an toàn và đánh giá rủi ro của các cơ sở vật lý.
- Hỗ trợ các kỹ sư cấp cao trong việc đánh giá các hệ thống bảo mật vật lý mới và đưa ra khuyến nghị cho các nâng cấp.","- Tiếng Anh hoặc Tiếng Hàn
- Tốt nghiệp đại học chuyên ngành Khoa học Máy tính, Công nghệ Thông tin, An ninh mạng, Máy chủ, Mạng hoặc lĩnh vực liên quan.
- Có từ 1 năm kinh nghiệm trong bảo mật (ứng dụng hoặc vật lý) hoặc kinh nghiệm thực tập liên quan.
- Kiến thức về hệ điều hành (Linux/Windows) và các nguyên tắc bảo mật mạng cơ bản.
- Có hiểu biết cơ bản về lưu lượng TCP/IP trong mạng cục bộ, biết cách vận hành ứng dụng chống virus.
- Hiểu biết về các công nghệ bảo mật vật lý (CCTV, hệ thống kiểm soát truy cập) và các giao thức.
- Khả năng làm việc trong môi trường nhóm và hợp tác giữa các phòng ban.
- Sẵn sàng học hỏi và cập nhật những xu hướng bảo mật mới nhất.","- Làm việc trong môi trường năng động
- Cơ hội đào tạo và thăng tiến
- Mức lương cạnh tranh và hấp dẫn
- Lương tháng 13
- Thưởng khuyến khích,...
- Bảo hiểm xã hội, Bảo hiểm y tế
- Tham gia Bảo hiểm sức khỏe nâng cao
- Hỗ trợ chi phí khi tham gia các khóa đào tạo bên ngoài
- Hỗ trợ đi lại/ăn trưa/điện thoại/sinh nhật,...","- Hải Phòng: KCN Tràng Duệ, An Dương",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),Công Ty TNHH LG CNS VIỆT NAM,100-499 nhân viên,"toà nhà Youngjin E&C Hải Phòng, Hồng Phong, An Dương, Hải Phòng, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/TookgFfkXGVGSlPM3ZImR07Uz4UDNz5U_1681297674____f10a3ab84434a4d2e12e0e24b30090ba.png
Middle Back-End Developer (NodeJS),18 - 35 triệu,Thanh Hoá,3 năm,"Xây dựng các dự án về Chatbot, Automation, AI
Tập trung vào các giải pháp về nghiên cứu tối ưu hệ thống.
Báo cáo công việc hàng ngày cho quản lý dự án.
Chịu trách nhiệm bảo trì và sự ổn định của hệ thống.
Phối hợp với các bộ phận liên quan, đặc biệt là các bộ phận ở chi nhánh khác","BackEnd: Kinh nghiệm Nodejs > 3 năm.
Ưu tiên ứng viên có kinh nghiệm với một các công nghệ như: Docker, redis, mongodb, socket.io, expressjs, Restfull, microservice...
Kỹ năng research và giải quyết vấn đề tốt.
Có xu hướng tối ưu và hoàn thiện sản phẩm cao (hiệu năng, độ ổn định, cải tiến)
Yêu thích môi trường Product và Startup","Mức thu nhập: Từ 18 - 35 triệu.
Lương tháng thứ 13; Review lương theo năng lực và hiệu quả làm việc thực tế.
Thưởng dự án và hiệu quả công việc mang lại (mức thưởng rất tốt).
Môi trường làm việc hiện đại, chuyên nghiệp, có cơ hội thăng tiến và ổn định lâu dài.
Có cơ hội được học hỏi và hướng dẫn. Được tham gia các khóa đào tạo bài bản trong quá trình làm việc để nâng cao tính chuyên nghiệp
Được đóng BHXH, BHYT, BH thất nghiệp theo quy định của nhà nước.
Được hưởng chế độ chăm sóc sức khỏe toàn diện
Được hưởng các quyền lợi khác theo chính sách của công ty 
Du lịch, teambuilding. 
Đóng đầy đủ BHXH, BHYT và các chế độ theo quy định.","- Thanh Hoá: 179 Lạc Long Quân, TP Thanh Hoá",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),Công ty cổ phần tập đoàn Media Soft,25-99 nhân viên,"Tầng 5, tòa Technosoft, số 8 ngõ 15 Duy Tân, Cầu Giấy, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/saGKAIhbP25aIo6FsxLL3Ozf0uGAHC5K_1717657872____581c07fccd55d47405cd1d8a11985e74.jpg
Java Developer (Fresher),Thoả thuận,Hà Nội,1 năm,"Phối hợp với các phòng ban để tài liệu hóa các quy trình nghiệp vụ. 
Phân tích yêu cầu và triển khai giải pháp bằng Java và ReactJS.
Dẫn dắt phát triển hệ thống ERP cho ngành phân phối tại Việt Nam.
Thực hiện kiểm thử nhằm đảm bảo chất lượng trước khi triển khai.
Xử lý sự cố và khắc phục lỗi do người dùng hoặc đội BA báo cáo.","Khoảng 1 năm kinh nghiệm phát triển phần mềm.
Có kiến thức về Java 8/11, Java EE, các framework ORM và JDBC.
Đã tìm hiểu về các kiến thức Spring Boot, Hibernate và lập trình RESTful.
Có hiểu biết về kiến trúc microservices.
Kiến thức về Kafka và Redis/Memcached là một lợi thế
Nắm chắc cơ sở dữ liệu (PostgreSQL, Oracle, MongoDB, SQL Server, Redis).
Tốt nghiệp đại học chuyên ngành CNTT","Thu nhập cạnh tranh, lương tháng 13 rõ ràng, thưởng theo hiệu quả công việc
Được hỗ trợ chi phí học tập và thi các khoá học/chứng chỉ cần thiết cho công việc
Các hoạt động phong trào, văn hóa đoàn thể đậm chất văn hóa FPT
Môi trường làm việc thân thiện, cởi mở, trẻ trung và tôn trọng cá nhân
Được hưởng đầy đủ các chế độ theo luật Lao động hiện hành
Chính sách phúc lợi toàn diện theo quy định của Công ty: Chế độ tham quan, nghỉ mát; Khám sức khỏe định kì hàng năm; Chế độ chăm sóc sức khỏe đặc biệt (Bảo hiểm FPT Care)
Đặc biệt: chính sách hỗ trợ mua máy tính cá nhân dành riêng cho CBNV chính thức của Synnex FPT.",- Hà Nội: Cầu Giấy,Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),Công ty TNHH Phân Phối Synnex FPT,500-1000 nhân viên,"Tòa nhà FPT Cầu Giấy, số 17 phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam.",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/qTLn1vKAWroQxRe0OfdD.jpg
Fresher Java,6 - 8 triệu,Hà Nội,Dưới 1 năm,"Tham gia chương trình Đào tạo tân binh: Đào tạo chuyên sâu trong vòng 4 tháng về Java để chuẩn bị các kiến thức và hoàn thiện kỹ năng trước khi tham gia vào dự án, với các nội dung bao gồm:
Kiến thức về Database: Mô hình quan hệ thực thể (ERM). Hệ quản trị cơ sở dữ liệu Microsoft SQL Server – hiểu và làm việc với truy vấn SQL: T-SQL Statements, Advanced DML, SQL Join, Index, View., sử dụng các đối tượng nâng cao Database Objects: Transactions, Stored Procedure, User Defined Function, Trigger.
Lập trình Java Web: Java Core – Java SE 8 (Basic concepts: control-flow, keyword...Classes and Objects; OOP; String, static, Collections, Java IO, Concurrency, Lambda Expressions, Exceptions; JDBC); Thiết kế web với HTML5/ CSS3/ Bootstrap 4, JS, jQuery, AJAX. JSP/Servlet Basics, Exception Handling, Mô hình MVC; Hibernate (Configuration; Hibernate Mapping; Queries and Criteria; Performance; Stored Procedure); Sử dụng thành thạo Spring Framework (Spring core: Spring MVC; XML, Javabase, Annotation; Spring Data JPA; Spring); Build Tools: Maven, Gradle.
Phát triển phần mềm theo quy trình chuyên nghiệp: Hiểu các bước thực hiện dự án, bao gồm thiết kế ứng dụng, làm GUI, thiết kế code, Thực hiện Code Review (using StyleCop, FXCop), Unit Test (Nunit), kiểm tra chất lượng dự án. Luyện tập kỹ năng code trong dự án với các chuyên gia công nghệ & lập trình viên nhiều năm kinh nghiệm.
Hoặc các nội dung khác theo yêu cầu từ FPT Software Academy
Cơ hội tham gia và trở thành trở thành “key member” trong các siêu dự án của FPT Software trong các lĩnh vực: Thương mại điện tử, Vận tải Logistic, Hàng không, Chăm sóc sức khỏe,... với công nghệ hiện đại về Web, Cloud/AWS...và đội ngũ chuyên gia giàu kinh nghiệm.","Là sinh viên đã/sắp tốt nghiệp đại học/cao đẳng chuyên ngành Công nghệ thông tin, Toán tin, Khoa học máy tính, Kỹ thuật phần mềm, Điện tử viễn thông... hoặc các chuyên ngành có liên quan
Tiếng Anh: Có khả năng sử dụng Tiếng Anh giao tiếp
Nắm vững kiến thức cơ bản về Lập trình hướng đối tượng, SQL, và Java Core.
Có thể tham gia đào tạo/làm việc Fulltime từ thứ 2 – thứ 6.
Ham học hỏi, máu lửa, nhiệt huyết, sẵn sàng chinh chiến đối đầu với thử thách khó khăn tại các dự án phần mềm lớn. Tuân thủ kỷ luật & có trách nhiệm với công việc.","Trợ cấp đào tạo trong quá trình đào tạo từ 6.000.000 – 8.000.000 VNĐ/tháng
Được nhận học bổng đào tạo lên đến 250% học phí (tương đương trợ cấp đào tạo toàn khóa học lên đến 20.000.000VND/khóa) tùy theo mức độ đóng góp và kết quả đào tạo.
Sau khi kết thúc đào tạo tại FSOFT Academy: Tham gia làm việc tại các dự án với mức thu nhập hấp dẫn tương xứng với kỹ năng và kinh nghiệm của bạn, 12.000.000-15.000.000/tháng. Thu nhập trung bình 1 năm từ 13 -16 tháng lương, tùy theo kết quả đào tạo và làm việc.
Có cơ hội được đào tạo thêm các kiến thức về các công nghệ mới như: Cloud (AWS/ Azure...), DevOps; Frontend (Angular/ ReactJS,...); Hưởng các chính sách như: Hỗ trợ thi các chứng chỉ chuyên nghiệp quốc tế (OCA/PMP,..), hỗ trợ mua nhà, bảo hiểm FPT care,...
Cơ hội phát triển bản thân và làm việc cùng các chuyên gia giỏi nhất của FPT Software và khách hàng lớn đến từ Mỹ, Pháp, Singapore, Nhật Bản,...
Tiếp cận với những công nghệ tiên tiến hàng đầu về Web, phát triển kỹ năng mềm & định hướng nghề nghiệp, tư vấn bí quyết thành công từ các chuyên gia.
Trải nghiệm văn hóa đặc trưng, môi trường làm việc hiện đại bậc nhất Việt Nam tại các Campus của FPT Software.",- Hà Nội,Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),FPT Software,10000+ nhân viên,"Tòa nhà FPT Building, số 17 Duy Tân, Cầu Giấy, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/fpt-software-6073b38a10cb4.jpg
BackEnd Nodejs Developer,20 - 30 triệu,Hồ Chí Minh,2 năm,"Tham gia toàn bộ vòng đời của ứng dụng, tập trung vào lập trình và gỡ lỗi.
Viết mã sạch để phát triển các ứng dụng web hoạt động tốt.
Khắc phục sự cố và gỡ lỗi ứng dụng.
Quản lý các công nghệ tiên tiến để cải thiện các ứng dụng cũ.
Hợp tác với các nhà phát triển Front-end để tích hợp các yếu tố giao diện người dùng với logic phía server.
Thu thập và giải quyết các yêu cầu về kỹ thuật và thiết kế
Xây dựng mã và thư viện tái sử dụng cho các lần sử dụng sau.
Liên hệ với các nhà phát triển, nhà thiết kế và quản trị viên hệ thống để xác định các tính năng mới.","Có kinh nghiệm làm việc vị trí back-end ít nhất 2 năm kinh nghiệm.
Hiểu sâu về toàn bộ quy trình phát triển web (thiết kế, phát triển và triển khai).
Kinh nghiệm thực hành với các ngôn ngữ lập trình như Node.js,....
Quen thuộc với các ngôn ngữ front-end (ví dụ: HTML, JavaScript và CSS).
Kỹ năng làm việc nhóm tốt và có thái độ giải quyết vấn đề.
Ưu tiên ứng viên có kinh nghiệm trong lĩnh vực thương mại điện tử.","Mức lương: 20.000.000 - 30.000.000 VND 
Công ty hỗ trợ bữa trưa.
Thưởng các ngày lễ và Tết theo quy định của Việt Nam.
Xem xét tăng lương mỗi năm một lần.
Môi trường làm việc trẻ trung, thân thiện.
Tham gia các chuyến du lịch công ty và các hoạt động khác dành cho nhân viên.","- Hồ Chí Minh: 281/15 Bình Lợi, Phường 13, Bình Thạnh",,CÔNG TY CỔ PHẦN FIN 20,25-99 nhân viên,"281/15 Bình Lợi, Phường 13, Quận Bình Thạnh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-fin-20-b5e14428fa8c3cdc46bf5edf31db84d0-648c0d7fee984.jpg
Golang Developer,20 - 35 triệu,Hồ Chí Minh,2 năm,"Participate in the entire application lifecycle, focusing on coding and debugging.
Write clean code to develop functional web applications.
Troubleshoot and debug applications.
Manage cutting-edge technologies to improve legacy applications.
Collaborate with Front-end developers to integrate user-facing elements with server side logic.
Gather and address technical and design requirements.
Provide training and support to internal teams.
Build reusable code and libraries for future use.
Liaise with developers, designers and system administrators to identify new features.
Follow emerging technologies.","Proven work experience as a Back-end developer and At least 6 months of experience in an equivalent position.
In-depth understanding of the entire web development process (design, development and deployment).
Hands on experience with programming languages like Golang.
Familiarity with front-end languages (e.g. HTML, JavaScript and CSS).
Teamwork skills with a problem-solving attitude.
BSc degree in Computer Science or relevant field.","Salary: Up to 1.500$.
Lunch support provided at the company.
Holidays and Tet holidays in accordance with Vietnam regulations, lunch.
Review your salary once a year.
Young, friendly and professional teamwork environment.
Join company trips, other activities for members.","- Hồ Chí Minh: 281/15 Bình Lợi, Phường 13, Bình Thạnh",,CÔNG TY CỔ PHẦN FIN 20,25-99 nhân viên,"281/15 Bình Lợi, Phường 13, Quận Bình Thạnh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-fin-20-b5e14428fa8c3cdc46bf5edf31db84d0-648c0d7fee984.jpg
Lập Trình Viên (Không Cần Kinh Nghiệm - N2/N1),Thoả thuận,Hồ Chí Minh,Không yêu cầu kinh nghiệm,"Tham gia phát triển các dự án phần mềm PC, mobile, web ...
Thực hiện kiểm thử sản phẩm đã phát triển
Nghiên cứu kỹ thuật, công nghệ mới để áp dụng vào công việc
Tư vấn giải pháp cho khách hàng","Welcome bạn dù là có kinh nghiệm hay chưa nhé 
Bằng cấp:
Tốt nghiệp các trường ĐH chính quy, chuyên ngành công nghệ phần mềm, khoa học máy tính hoặc tương đương.
JLPT N2/N1
 
Kỹ năng chuyên ngành:
Nắm vững các kiến thức về Cấu trúc dữ liệu, Design Pattern, OOP.
Sử dụng thành thạo một trong những ngôn ngữ lập trình C# .net / VB .net / Java / PHP / Python / Golang...
Thành thạo HTML + CSS + JavaScript
Thành thạo một trong những database SQLServer / Oracle / Postgresql / MySQL...
Có thể đọc hiểu các tài liệu tiếng Nhật hoặc tiếng Anh.
 
Kỹ năng mềm:
Khả năng tự giải quyết vấn đề, khả năng tự làm việc độc lập và khả năng làm việc nhóm.
Có khả năng lý giải, phân tích chỉ thị và yêu cầu của khách hàng.
Có khả năng tự học và tự nghiên cứu.
Kỹ năng báo cáo cho cấp trên và khách hàng.
 
Ưu tiên:
Sử dụng thành thạo tiếng Nhật, JLPT N2/N1","Lương tháng 13.
Bảo hiểm Xã hội, kiểm tra sức khỏe thường niên, nghỉ lễ, têt, nghỉ phép theo quy định hiện hành.
Môi trường làm việc
Môi trường làm việc quốc tế, làm việc cùng các chuyên gia người Nhật Bản, đồng nghiệp thân thiện, tư duy mở, năng lượng tích cực, tôn trọng lẫn nhau.","- Hồ Chí Minh: 25/1 Cửu Long, Phường 2, Tân Bình",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),CÔNG TY CỔ PHẦN SKCOMPANY VIỆT NAM,25-99 nhân viên,"25/1 Cửu Long, Phường 2, Tân Bình, TP.Hồ Chí Minh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/skcompany-5fa8e5374978e.jpg
Intern Mobile Developer (Flutter),Thoả thuận,Hồ Chí Minh,Không yêu cầu kinh nghiệm,"Xây dựng và làm mới ứng dụng trên Android & iOS Apps bằng Flutter.
Tham gia phát triển các sản phẩm và chịu trách nhiệm phát triển cho các ứng dụng Mobile apps sử dụng trên nền tảng Android & iOS bằng Flutter.
Phân tích, xem xét, phản hồi cho các yêu cầu và thiết kế sản phẩm. Viết các tài liệu chức năng được yêu cầu.
Tham gia nghiên cứu góp ý và chia sẻ giúp cải thiện chất lượng sản phẩm.","Trình độ học vấn: Sinh viên năm cuối hoặc đã tốt nghiệp Đại Học
Có kiến thức lập trình Flutter cơ bản
Có kiến thức về lập trình Native Android App (Kotlin) là lợi thế
Có kiến thức về lập trình Native iOS App (Swift) là lợi thế
Tinh thần tự giác trong công việc
Tinh thần tự học hỏi, cập nhật các kiến thức mới
Khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành
Kỹ năng làm việc theo nhóm","Thời gian làm việc: 44h/tuần (thứ 2 đến thứ 7)
Tham gia BHXH, BHYT.
Chế độ làm việc ngày lễ/tết tuân thủ theo luật lao động.
Tham gia du lịch hằng năm cùng cty.
Được định hướng bởi các nhân sự có trên 10 năm kinh nghiệm trong lĩnh vực phát triển phần mềm","- Hồ Chí Minh: Khu Sala, căn shophouse Sarina C, 62 Hoàng Thế Thiện, An Lợi Đông, Thủ Đức",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),CÔNG TY TNHH GECKO SPACE,25-99 nhân viên,"62 Bát Nàn, Phường Bình Trưng Tây, Thành phố Thủ Đức, TPHCM",https://www.topcv.vn/v4/image/normal-company/logo_default.png
Intern Backend Developer (NodeJS),Thoả thuận,Hồ Chí Minh,Không yêu cầu kinh nghiệm,"Phát triển hoặc làm mới Server-Side (API) cho Mobile & Web Apps.
Đảm bảo hiệu suất, chất lượng và khả năng đáp ứng tốt nhất có thể của các ứng dụng ở phía Back-end.
Tư vấn, phân tích, thiết kế.
Vận hành và bảo trì hệ thống.","Trình độ học vấn: Sinh viên năm cuối hoặc đã tốt nghiệp Đại Học
Có kiến thức cơ bản về NestJS Framework
Có kiến thức về Relational Database như PostgreSQL, MySQL... là lợi thế
Có kiến thức về các nền tảng lập trình Backend khác như PHP, Golang, Java... là lợi thế
Tinh thần tự giác trong công việc
Tinh thần tự học hỏi, cập nhật các kiến thức mới
Khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành
Kỹ năng làm việc theo nhóm","Thời gian làm việc: 44h/tuần (thứ 2 đến thứ 7)
Tham gia BHXH, BHYT.
Chế độ làm việc ngày lễ/tết tuân thủ theo luật lao động.
Tham gia du lịch hằng năm cùng cty.","- Hồ Chí Minh: Khu Sala, căn shophouse Sarina C, 62 Hoàng Thế Thiện, An Lợi Đông, Thủ Đức",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),CÔNG TY TNHH GECKO SPACE,25-99 nhân viên,"62 Bát Nàn, Phường Bình Trưng Tây, Thành phố Thủ Đức, TPHCM",https://www.topcv.vn/v4/image/normal-company/logo_default.png
Software Engineer I (Entry Level),8 - 25 triệu,Hà Nội,Dưới 1 năm,"Tổng quan:
Chúng tôi đang tìm kiếm một Software Engineer tài năng để tham gia vào đội ngũ phát triển sản phẩm của công ty. Ứng viên sẽ có cơ hội làm việc với các công nghệ tiên tiến, đóng góp vào việc xây dựng các giải pháp phần mềm sáng tạo, chất lượng cao. Học hỏi thêm nhiều kỹ năng, kiến thức mới và định hướng để phát triển Career Path.
Trách nhiệm chính:
Phát triển và duy trì các ứng dụng phần mềm chất lượng cao từ Frontend/Client đến Backend
Tham gia vào quá trình thiết kế, coding, testing, debugging, deploy, fix issue của người dùng
Hợp tác chặt chẽ với các thành viên khác trong nhóm để đạt được mục tiêu dự án
Tối ưu hóa hiệu suất và khả năng mở rộng của các ứng dụng hiện có
Tuân thủ các quy trình phát triển phần mềm và các tiêu chuẩn coding của công ty
Tham gia vào các buổi code review để đảm bảo chất lượng code
Học hỏi và áp dụng các công nghệ mới vào công việc
Sản phẩm của chúng tôi
Blockchain Game
Blockchain DEX
Project Management
IDE","Yêu cầu:
Có 0-2 năm kinh nghiệm trong phát triển phần mềm
Thành thạo ít nhất một ngôn ngữ lập trình như Golang, JavaScript/Typescript
Hiểu biết cơ bản về cấu trúc dữ liệu và thuật toán
Kinh nghiệm làm việc với các hệ thống quản lý phiên bản như Git
Khả năng làm việc độc lập và trong môi trường nhóm
Kỹ năng giao tiếp và tư duy phân tích tốt
Tinh thần học hỏi và khả năng thích ứng nhanh với công nghệ mới
Khả năng làm việc dưới môi trường áp lực cao
Kỹ năng ưu tiên:
Kinh nghiệm với các framework phát triển web như React, Angular, hoặc Vue.js
Kinh nghiệm làm việc với các hệ thống backend sử dụng các framework/ngôn ngữ NodeJS, Golang
Hiểu biết về các nguyên tắc thiết kế hướng đối tượng
Kinh nghiệm làm việc với cơ sở dữ liệu SQL hoặc NoSQL
Hiểu biết và sử dụng Gen-AI hiệu quả
Sử dụng VSCode, thành thạo shortcuts, customize IDE
Hiểu biết về các nguyên tắc DevOps và CI/CD","Chúng tôi cung cấp:
Môi trường làm việc năng động, sáng tạo, linh hoạt
Cơ hội học hỏi và phát triển kỹ năng với các công nghệ mới nhất
Các chương trình đào tạo và phát triển nghề nghiệp
Chế độ lương thưởng cạnh tranh
Văn hóa công ty khuyến khích sự đổi mới và sáng tạo","- Hà Nội: Tầng 2A, R6 Royal City, 72 Đ. Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội, Thanh Xuân",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),Công Ty TNHH Phần Mềm Technixo,25-99 nhân viên,"R6 Royal City, 72 Đ. Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/JMjIgG5XYiTCVqU0d1oY7sizx9XxDk0h_1648799362____5b4992cc8f84218b09d8d12d2d809303.png
